class,filename,height,width,xmax,xmin,ymax,ymin
shoulder2,05_01933.jpg,76,76,167,141,114,88
head,05_01934.jpg,60,60,141,81,136,76
shoulder1,05_01934.jpg,76,76,91,65,123,97
shoulder2,05_01934.jpg,76,76,167,141,113,87
head,05_01935.jpg,60,60,140,80,136,76
shoulder1,05_01935.jpg,76,76,90,64,123,97
shoulder2,05_01935.jpg,76,76,166,140,112,86
head,05_01936.jpg,60,60,140,80,134,74
shoulder1,05_01936.jpg,76,76,90,64,122,96
shoulder2,05_01936.jpg,76,76,166,140,112,86
head,05_01937.jpg,60,60,141,81,132,72
shoulder1,05_01937.jpg,76,76,92,66,122,96
shoulder2,05_01937.jpg,76,76,167,141,111,85
head,05_01938.jpg,60,60,141,81,132,72
shoulder1,05_01938.jpg,76,76,93,67,122,96
shoulder2,05_01938.jpg,76,76,168,142,110,84
head,05_01939.jpg,60,60,141,81,134,74
shoulder1,05_01939.jpg,76,76,94,68,123,97
shoulder2,05_01939.jpg,76,76,169,143,112,86
head,05_01940.jpg,60,60,141,81,136,76
shoulder1,05_01940.jpg,76,76,94,68,124,98
shoulder2,05_01940.jpg,76,76,169,143,113,87
head,05_01941.jpg,60,60,141,81,136,76
shoulder1,05_01941.jpg,76,76,94,68,124,98
shoulder2,05_01941.jpg,76,76,170,144,114,88
head,05_01942.jpg,60,60,141,81,134,74
shoulder1,05_01942.jpg,76,76,94,68,123,97
shoulder2,05_01942.jpg,76,76,170,144,114,88
head,05_01943.jpg,60,60,141,81,135,75
shoulder1,05_01943.jpg,76,76,93,67,122,96
shoulder2,05_01943.jpg,76,76,169,143,115,89
head,05_01944.jpg,60,60,140,80,136,76
shoulder1,05_01944.jpg,76,76,92,66,121,95
shoulder2,05_01944.jpg,76,76,169,143,117,91
head,05_01945.jpg,60,60,139,79,136,76
shoulder1,05_01945.jpg,76,76,91,65,118,92
shoulder2,05_01945.jpg,76,76,168,142,119,93
head,05_01946.jpg,60,60,140,80,136,76
shoulder1,05_01946.jpg,76,76,92,66,117,91
shoulder2,05_01946.jpg,76,76,168,142,121,95
head,05_01947.jpg,60,60,139,79,136,76
shoulder1,05_01947.jpg,76,76,91,65,116,90
shoulder2,05_01947.jpg,76,76,167,141,121,95
head,05_01948.jpg,60,60,139,79,136,76
shoulder1,05_01948.jpg,76,76,91,65,115,89
shoulder2,05_01948.jpg,76,76,167,141,121,95
head,05_01949.jpg,60,60,139,79,134,74
shoulder1,05_01949.jpg,76,76,91,65,114,88
shoulder2,05_01949.jpg,76,76,167,141,120,94
head,05_01950.jpg,60,60,139,79,135,75
shoulder1,05_01950.jpg,76,76,91,65,115,89
shoulder2,05_01950.jpg,76,76,167,141,120,94
head,05_01951.jpg,60,60,140,80,136,76
shoulder1,05_01951.jpg,76,76,91,65,115,89
shoulder2,05_01951.jpg,76,76,167,141,121,95
head,05_01952.jpg,60,60,139,79,134,74
shoulder1,05_01952.jpg,76,76,91,65,114,88
shoulder2,05_01952.jpg,76,76,167,141,120,94
head,05_01953.jpg,60,60,139,79,132,72
shoulder1,05_01953.jpg,76,76,91,65,114,88
shoulder2,05_01953.jpg,76,76,167,141,120,94
head,05_01954.jpg,60,60,139,79,137,77
shoulder1,05_01954.jpg,76,76,91,65,115,89
shoulder2,05_01954.jpg,76,76,167,141,121,95
head,05_01955.jpg,60,60,138,78,134,74
shoulder1,05_01955.jpg,76,76,90,64,112,86
shoulder2,05_01955.jpg,76,76,166,140,122,96
head,05_01956.jpg,60,60,138,78,135,75
shoulder1,05_01956.jpg,76,76,89,63,112,86
shoulder2,05_01956.jpg,76,76,165,139,122,96
head,05_01957.jpg,60,60,137,77,136,76
shoulder1,05_01957.jpg,76,76,89,63,113,87
shoulder2,05_01957.jpg,76,76,166,140,121,95
head,05_01958.jpg,60,60,136,76,136,76
shoulder1,05_01958.jpg,76,76,89,63,113,87
shoulder2,05_01958.jpg,76,76,166,140,121,95
head,05_01959.jpg,60,60,136,76,136,76
shoulder1,05_01959.jpg,76,76,89,63,111,85
shoulder2,05_01959.jpg,76,76,166,140,123,97
head,05_01960.jpg,60,60,134,74,136,76
shoulder1,05_01960.jpg,76,76,89,63,111,85
shoulder2,05_01960.jpg,76,76,165,139,124,98
head,05_01961.jpg,60,60,134,74,137,77
shoulder1,05_01961.jpg,76,76,89,63,111,85
shoulder2,05_01961.jpg,76,76,165,139,124,98
head,05_01962.jpg,60,60,134,74,140,80
shoulder1,05_01962.jpg,76,76,89,63,113,87
shoulder2,05_01962.jpg,76,76,165,139,124,98
head,05_01963.jpg,60,60,134,74,141,81
shoulder1,05_01963.jpg,76,76,89,63,114,88
shoulder2,05_01963.jpg,76,76,165,139,124,98
head,05_01964.jpg,60,60,133,73,141,81
shoulder1,05_01964.jpg,76,76,87,61,112,86
shoulder2,05_01964.jpg,76,76,163,137,125,99
head,05_01965.jpg,60,60,131,71,139,79
shoulder1,05_01965.jpg,76,76,86,60,111,85
shoulder2,05_01965.jpg,76,76,161,135,125,99
head,05_01966.jpg,60,60,131,71,141,81
shoulder1,05_01966.jpg,76,76,85,59,111,85
shoulder2,05_01966.jpg,76,76,161,135,125,99
head,05_01967.jpg,60,60,131,71,141,81
shoulder1,05_01967.jpg,76,76,85,59,111,85
shoulder2,05_01967.jpg,76,76,161,135,125,99
head,05_01968.jpg,60,60,130,70,139,79
shoulder1,05_01968.jpg,76,76,85,59,110,84
shoulder2,05_01968.jpg,76,76,161,135,125,99
head,05_01969.jpg,60,60,131,71,140,80
shoulder1,05_01969.jpg,76,76,86,60,109,83
shoulder2,05_01969.jpg,76,76,161,135,127,101
head,05_01970.jpg,60,60,131,71,138,78
shoulder1,05_01970.jpg,76,76,86,60,108,82
shoulder2,05_01970.jpg,76,76,161,135,127,101
head,05_01971.jpg,60,60,131,71,137,77
shoulder1,05_01971.jpg,76,76,86,60,108,82
shoulder2,05_01971.jpg,76,76,161,135,126,100
head,05_01972.jpg,60,60,131,71,137,77
shoulder1,05_01972.jpg,76,76,86,60,107,81
shoulder2,05_01972.jpg,76,76,161,135,126,100
head,05_01973.jpg,60,60,131,71,140,80
shoulder1,05_01973.jpg,76,76,86,60,108,82
shoulder2,05_01973.jpg,76,76,161,135,126,100
head,05_01974.jpg,60,60,131,71,141,81
shoulder1,05_01974.jpg,76,76,86,60,109,83
shoulder2,05_01974.jpg,76,76,161,135,127,101
head,05_01975.jpg,60,60,132,72,141,81
shoulder1,05_01975.jpg,76,76,86,60,109,83
shoulder2,05_01975.jpg,76,76,161,135,128,102
head,05_01976.jpg,60,60,133,73,139,79
shoulder1,05_01976.jpg,76,76,87,61,110,84
shoulder2,05_01976.jpg,76,76,162,136,126,100
head,05_01977.jpg,60,60,135,75,138,78
shoulder1,05_01977.jpg,76,76,88,62,111,85
shoulder2,05_01977.jpg,76,76,163,137,126,100
head,05_01978.jpg,60,60,136,76,138,78
shoulder1,05_01978.jpg,76,76,88,62,110,84
shoulder2,05_01978.jpg,76,76,164,138,126,100
head,05_01979.jpg,60,60,136,76,143,83
shoulder1,05_01979.jpg,76,76,88,62,114,88
shoulder2,05_01979.jpg,76,76,164,138,127,101
head,05_01980.jpg,60,60,136,76,142,82
shoulder1,05_01980.jpg,76,76,89,63,112,86
shoulder2,05_01980.jpg,76,76,164,138,128,102
head,05_01981.jpg,60,60,135,75,142,82
shoulder1,05_01981.jpg,76,76,89,63,112,86
shoulder2,05_01981.jpg,76,76,164,138,129,103
head,05_01982.jpg,60,60,136,76,139,79
shoulder1,05_01982.jpg,76,76,88,62,110,84
shoulder2,05_01982.jpg,76,76,163,137,129,103
head,05_01983.jpg,60,60,136,76,138,78
shoulder1,05_01983.jpg,76,76,88,62,108,82
shoulder2,05_01983.jpg,76,76,163,137,129,103
head,05_01984.jpg,60,60,138,78,140,80
shoulder1,05_01984.jpg,76,76,88,62,110,84
shoulder2,05_01984.jpg,76,76,163,137,128,102
head,05_01985.jpg,60,60,139,79,138,78
shoulder1,05_01985.jpg,76,76,88,62,112,86
shoulder2,05_01985.jpg,76,76,164,138,125,99
head,05_01986.jpg,60,60,140,80,140,80
shoulder1,05_01986.jpg,76,76,88,62,114,88
shoulder2,05_01986.jpg,76,76,165,139,123,97
head,05_01987.jpg,60,60,141,81,138,78
shoulder1,05_01987.jpg,76,76,89,63,115,89
shoulder2,05_01987.jpg,76,76,166,140,122,96
head,05_01988.jpg,60,60,141,81,138,78
shoulder1,05_01988.jpg,76,76,89,63,115,89
shoulder2,05_01988.jpg,76,76,166,140,121,95
head,05_01989.jpg,60,60,141,81,134,74
shoulder1,05_01989.jpg,76,76,90,64,114,88
shoulder2,05_01989.jpg,76,76,167,141,119,93
head,05_01990.jpg,60,60,141,81,133,73
shoulder1,05_01990.jpg,76,76,91,65,115,89
shoulder2,05_01990.jpg,76,76,168,142,118,92
head,05_01991.jpg,60,60,141,81,135,75
shoulder1,05_01991.jpg,76,76,92,66,117,91
shoulder2,05_01991.jpg,76,76,168,142,117,91
head,05_01992.jpg,60,60,141,81,136,76
shoulder1,05_01992.jpg,76,76,93,67,118,92
shoulder2,05_01992.jpg,76,76,169,143,117,91
head,05_01993.jpg,60,60,141,81,133,73
shoulder1,05_01993.jpg,76,76,93,67,118,92
shoulder2,05_01993.jpg,76,76,169,143,115,89
head,05_01994.jpg,60,60,140,80,132,72
shoulder1,05_01994.jpg,76,76,92,66,119,93
shoulder2,05_01994.jpg,76,76,169,143,114,88
head,05_01995.jpg,60,60,140,80,134,74
shoulder1,05_01995.jpg,76,76,92,66,120,94
shoulder2,05_01995.jpg,76,76,168,142,115,89
head,05_01996.jpg,60,60,138,78,136,76
shoulder1,05_01996.jpg,76,76,89,63,122,96
shoulder2,05_01996.jpg,76,76,166,140,115,89
head,05_01997.jpg,60,60,134,74,136,76
shoulder1,05_01997.jpg,76,76,86,60,123,97
shoulder2,05_01997.jpg,76,76,162,136,115,89
head,05_01998.jpg,60,60,131,71,142,82
shoulder1,05_01998.jpg,76,76,81,55,127,101
shoulder2,05_01998.jpg,76,76,158,132,117,91
head,05_01999.jpg,60,60,129,69,145,85
shoulder1,05_01999.jpg,76,76,79,53,130,104
shoulder2,05_01999.jpg,76,76,155,129,118,92
head,05_02000.jpg,60,60,128,68,149,89
shoulder1,05_02000.jpg,76,76,79,53,136,110
shoulder2,05_02000.jpg,76,76,154,128,116,90
head,05_02001.jpg,60,60,127,67,151,91
shoulder1,05_02001.jpg,76,76,82,56,141,115
shoulder2,05_02001.jpg,76,76,154,128,116,90
head,05_02002.jpg,60,60,129,69,152,92
shoulder1,05_02002.jpg,76,76,86,60,145,119
shoulder2,05_02002.jpg,76,76,155,129,115,89
head,05_02003.jpg,60,60,129,69,156,96
shoulder1,05_02003.jpg,76,76,87,61,150,124
shoulder2,05_02003.jpg,76,76,155,129,116,90
head,05_02004.jpg,60,60,128,68,160,100
shoulder1,05_02004.jpg,76,76,88,62,155,129
shoulder2,05_02004.jpg,76,76,154,128,118,92
head,05_02007.jpg,60,60,117,57,183,123
shoulder1,05_02007.jpg,76,76,83,57,186,160
shoulder2,05_02007.jpg,76,76,137,111,133,107
head,05_02008.jpg,60,60,112,52,191,131
shoulder1,05_02008.jpg,76,76,82,56,198,172
shoulder2,05_02008.jpg,76,76,128,102,138,112
head,05_02009.jpg,60,60,109,49,198,138
shoulder1,05_02009.jpg,76,76,82,56,207,181
shoulder2,05_02009.jpg,76,76,121,95,142,116
head,05_02010.jpg,60,60,106,46,203,143
shoulder1,05_02010.jpg,76,76,83,57,215,189
shoulder2,05_02010.jpg,76,76,114,88,145,119
head,05_02011.jpg,60,60,104,44,204,144
shoulder1,05_02011.jpg,76,76,84,58,217,191
shoulder2,05_02011.jpg,76,76,113,87,146,120
head,05_02012.jpg,60,60,102,42,204,144
shoulder1,05_02012.jpg,76,76,85,59,219,193
shoulder2,05_02012.jpg,76,76,112,86,146,120
head,05_02013.jpg,60,60,102,42,209,149
shoulder1,05_02013.jpg,76,76,90,64,221,195
shoulder2,05_02013.jpg,76,76,108,82,147,121
head,05_02014.jpg,60,60,103,43,213,153
shoulder1,05_02014.jpg,76,76,95,69,226,200
shoulder2,05_02014.jpg,76,76,104,78,151,125
head,05_02113.jpg,60,60,158,98,150,90
shoulder1,05_02113.jpg,76,76,117,91,109,83
shoulder2,05_02113.jpg,76,76,175,149,154,128
head,05_02115.jpg,60,60,152,92,140,80
shoulder1,05_02115.jpg,76,76,105,79,111,85
shoulder2,05_02115.jpg,76,76,175,149,136,110
head,05_02116.jpg,60,60,150,90,138,78
shoulder1,05_02116.jpg,76,76,102,76,113,87
shoulder2,05_02116.jpg,76,76,175,149,130,104
head,05_02117.jpg,60,60,151,91,135,75
shoulder1,05_02117.jpg,76,76,101,75,113,87
shoulder2,05_02117.jpg,76,76,176,150,126,100
head,05_02118.jpg,60,60,153,93,136,76
shoulder1,05_02118.jpg,76,76,102,76,114,88
shoulder2,05_02118.jpg,76,76,178,152,124,98
head,05_02119.jpg,60,60,156,96,133,73
shoulder1,05_02119.jpg,76,76,104,78,114,88
shoulder2,05_02119.jpg,76,76,180,154,121,95
head,05_02120.jpg,60,60,157,97,132,72
shoulder1,05_02120.jpg,76,76,105,79,115,89
shoulder2,05_02120.jpg,76,76,182,156,118,92
head,05_02121.jpg,60,60,157,97,132,72
shoulder1,05_02121.jpg,76,76,105,79,119,93
shoulder2,05_02121.jpg,76,76,181,155,114,88
head,05_02122.jpg,60,60,155,95,131,71
shoulder1,05_02122.jpg,76,76,105,79,121,95
shoulder2,05_02122.jpg,76,76,180,154,111,85
head,05_02123.jpg,60,60,150,90,134,74
shoulder1,05_02123.jpg,76,76,100,74,125,99
shoulder2,05_02123.jpg,76,76,175,149,109,83
head,05_02124.jpg,60,60,145,85,135,75
shoulder1,05_02124.jpg,76,76,96,70,126,100
shoulder2,05_02124.jpg,76,76,171,145,110,84
head,05_02125.jpg,60,60,141,81,133,73
shoulder1,05_02125.jpg,76,76,93,67,126,100
shoulder2,05_02125.jpg,76,76,168,142,110,84
head,05_02126.jpg,60,60,139,79,135,75
shoulder1,05_02126.jpg,76,76,92,66,127,101
shoulder2,05_02126.jpg,76,76,167,141,110,84
head,05_02127.jpg,60,60,140,80,136,76
shoulder1,05_02127.jpg,76,76,92,66,127,101
shoulder2,05_02127.jpg,76,76,167,141,110,84
head,05_02128.jpg,60,60,140,80,136,76
shoulder1,05_02128.jpg,76,76,92,66,128,102
shoulder2,05_02128.jpg,76,76,167,141,110,84
head,05_02129.jpg,60,60,140,80,136,76
shoulder1,05_02129.jpg,76,76,93,67,128,102
shoulder2,05_02129.jpg,76,76,167,141,109,83
head,05_02130.jpg,60,60,141,81,135,75
shoulder1,05_02130.jpg,76,76,94,68,129,103
shoulder2,05_02130.jpg,76,76,167,141,108,82
head,05_02131.jpg,60,60,142,82,139,79
shoulder1,05_02131.jpg,76,76,94,68,131,105
shoulder2,05_02131.jpg,76,76,168,142,109,83
head,05_02132.jpg,60,60,143,83,138,78
shoulder1,05_02132.jpg,76,76,95,69,131,105
shoulder2,05_02132.jpg,76,76,168,142,108,82
head,05_02133.jpg,60,60,143,83,140,80
shoulder1,05_02133.jpg,76,76,95,69,132,106
shoulder2,05_02133.jpg,76,76,168,142,109,83
head,05_02134.jpg,60,60,144,84,141,81
shoulder1,05_02134.jpg,76,76,95,69,132,106
shoulder2,05_02134.jpg,76,76,169,143,110,84
head,05_02135.jpg,60,60,144,84,142,82
shoulder1,05_02135.jpg,76,76,95,69,132,106
shoulder2,05_02135.jpg,76,76,169,143,110,84
head,05_02136.jpg,60,60,144,84,142,82
shoulder1,05_02136.jpg,76,76,96,70,132,106
shoulder2,05_02136.jpg,76,76,169,143,110,84
head,05_02137.jpg,60,60,144,84,142,82
shoulder1,05_02137.jpg,76,76,95,69,132,106
shoulder2,05_02137.jpg,76,76,169,143,111,85
head,05_02138.jpg,60,60,144,84,139,79
shoulder1,05_02138.jpg,76,76,95,69,132,106
shoulder2,05_02138.jpg,76,76,169,143,111,85
head,05_02139.jpg,60,60,143,83,138,78
shoulder1,05_02139.jpg,76,76,95,69,131,105
shoulder2,05_02139.jpg,76,76,169,143,112,86
head,05_02140.jpg,60,60,143,83,137,77
shoulder1,05_02140.jpg,76,76,94,68,130,104
shoulder2,05_02140.jpg,76,76,169,143,113,87
head,05_02141.jpg,60,60,144,84,142,82
shoulder1,05_02141.jpg,76,76,94,68,131,105
shoulder2,05_02141.jpg,76,76,169,143,114,88
head,05_02142.jpg,60,60,141,81,139,79
shoulder1,05_02142.jpg,76,76,93,67,129,103
shoulder2,05_02142.jpg,76,76,168,142,114,88
head,05_02143.jpg,60,60,143,83,143,83
shoulder1,05_02143.jpg,76,76,94,68,130,104
shoulder2,05_02143.jpg,76,76,169,143,116,90
head,05_02144.jpg,60,60,143,83,140,80
shoulder1,05_02144.jpg,76,76,94,68,130,104
shoulder2,05_02144.jpg,76,76,169,143,114,88
head,05_02145.jpg,60,60,141,81,139,79
shoulder1,05_02145.jpg,76,76,93,67,128,102
shoulder2,05_02145.jpg,76,76,168,142,115,89
head,05_02146.jpg,60,60,142,82,143,83
shoulder1,05_02146.jpg,76,76,93,67,130,104
shoulder2,05_02146.jpg,76,76,168,142,117,91
head,05_02147.jpg,60,60,143,83,146,86
shoulder1,05_02147.jpg,76,76,93,67,131,105
shoulder2,05_02147.jpg,76,76,168,142,117,91
head,05_02148.jpg,60,60,143,83,146,86
shoulder1,05_02148.jpg,76,76,93,67,131,105
shoulder2,05_02148.jpg,76,76,168,142,116,90
head,05_02149.jpg,60,60,144,84,144,84
shoulder1,05_02149.jpg,76,76,94,68,130,104
shoulder2,05_02149.jpg,76,76,169,143,116,90
head,05_02150.jpg,60,60,143,83,140,80
shoulder1,05_02150.jpg,76,76,94,68,129,103
shoulder2,05_02150.jpg,76,76,169,143,114,88
head,05_02151.jpg,60,60,143,83,136,76
shoulder1,05_02151.jpg,76,76,94,68,128,102
shoulder2,05_02151.jpg,76,76,169,143,112,86
head,05_02152.jpg,60,60,143,83,136,76
shoulder1,05_02152.jpg,76,76,94,68,128,102
shoulder2,05_02152.jpg,76,76,169,143,112,86
head,05_02153.jpg,60,60,143,83,136,76
shoulder1,05_02153.jpg,76,76,94,68,129,103
shoulder2,05_02153.jpg,76,76,169,143,112,86
head,05_02154.jpg,60,60,143,83,139,79
shoulder1,05_02154.jpg,76,76,94,68,129,103
shoulder2,05_02154.jpg,76,76,169,143,113,87
head,05_02155.jpg,60,60,143,83,141,81
shoulder1,05_02155.jpg,76,76,94,68,130,104
shoulder2,05_02155.jpg,76,76,169,143,113,87
head,05_02156.jpg,60,60,143,83,139,79
shoulder1,05_02156.jpg,76,76,94,68,129,103
shoulder2,05_02156.jpg,76,76,169,143,112,86
head,05_02157.jpg,60,60,143,83,143,83
shoulder1,05_02157.jpg,76,76,94,68,131,105
shoulder2,05_02157.jpg,76,76,169,143,113,87
head,05_02158.jpg,60,60,143,83,146,86
shoulder1,05_02158.jpg,76,76,94,68,132,106
shoulder2,05_02158.jpg,76,76,169,143,114,88
head,05_02159.jpg,60,60,144,84,147,87
shoulder1,05_02159.jpg,76,76,95,69,132,106
shoulder2,05_02159.jpg,76,76,169,143,114,88
head,05_02160.jpg,60,60,144,84,147,87
shoulder1,05_02160.jpg,76,76,94,68,132,106
shoulder2,05_02160.jpg,76,76,169,143,114,88
head,05_02161.jpg,60,60,144,84,147,87
shoulder1,05_02161.jpg,76,76,94,68,132,106
shoulder2,05_02161.jpg,76,76,169,143,115,89
head,05_02162.jpg,60,60,144,84,145,85
shoulder1,05_02162.jpg,76,76,94,68,131,105
shoulder2,05_02162.jpg,76,76,169,143,115,89
head,05_02163.jpg,60,60,144,84,146,86
shoulder1,05_02163.jpg,76,76,94,68,132,106
shoulder2,05_02163.jpg,76,76,169,143,114,88
head,05_02164.jpg,60,60,144,84,144,84
shoulder1,05_02164.jpg,76,76,95,69,131,105
shoulder2,05_02164.jpg,76,76,169,143,113,87
head,05_02165.jpg,60,60,145,85,146,86
shoulder1,05_02165.jpg,76,76,95,69,132,106
shoulder2,05_02165.jpg,76,76,169,143,114,88
head,05_02166.jpg,60,60,144,84,144,84
shoulder1,05_02166.jpg,76,76,95,69,132,106
shoulder2,05_02166.jpg,76,76,169,143,112,86
head,05_02167.jpg,60,60,144,84,143,83
shoulder1,05_02167.jpg,76,76,95,69,132,106
shoulder2,05_02167.jpg,76,76,169,143,112,86
head,05_02168.jpg,60,60,144,84,143,83
shoulder1,05_02168.jpg,76,76,95,69,132,106
shoulder2,05_02168.jpg,76,76,169,143,111,85
head,05_02169.jpg,60,60,144,84,143,83
shoulder1,05_02169.jpg,76,76,95,69,132,106
shoulder2,05_02169.jpg,76,76,169,143,111,85
head,05_02170.jpg,60,60,144,84,145,85
shoulder1,05_02170.jpg,76,76,95,69,133,107
shoulder2,05_02170.jpg,76,76,169,143,112,86
head,05_02171.jpg,60,60,144,84,152,92
shoulder1,05_02171.jpg,76,76,94,68,134,108
shoulder2,05_02171.jpg,76,76,168,142,115,89
head,05_02172.jpg,60,60,143,83,150,90
shoulder1,05_02172.jpg,76,76,94,68,132,106
shoulder2,05_02172.jpg,76,76,168,142,116,90
head,05_02173.jpg,60,60,144,84,146,86
shoulder1,05_02173.jpg,76,76,94,68,130,104
shoulder2,05_02173.jpg,76,76,169,143,116,90
head,05_02174.jpg,60,60,144,84,147,87
shoulder1,05_02174.jpg,76,76,94,68,130,104
shoulder2,05_02174.jpg,76,76,169,143,116,90
head,05_02175.jpg,60,60,144,84,147,87
shoulder1,05_02175.jpg,76,76,94,68,131,105
shoulder2,05_02175.jpg,76,76,169,143,116,90
head,05_02176.jpg,60,60,144,84,147,87
shoulder1,05_02176.jpg,76,76,94,68,131,105
shoulder2,05_02176.jpg,76,76,169,143,116,90
head,05_02177.jpg,60,60,143,83,147,87
shoulder1,05_02177.jpg,76,76,94,68,131,105
shoulder2,05_02177.jpg,76,76,168,142,116,90
head,05_02178.jpg,60,60,143,83,147,87
shoulder1,05_02178.jpg,76,76,94,68,131,105
shoulder2,05_02178.jpg,76,76,169,143,116,90
head,05_02179.jpg,60,60,143,83,150,90
shoulder1,05_02179.jpg,76,76,94,68,132,106
shoulder2,05_02179.jpg,76,76,169,143,116,90
head,05_02180.jpg,60,60,144,84,148,88
shoulder1,05_02180.jpg,76,76,94,68,132,106
shoulder2,05_02180.jpg,76,76,169,143,116,90
head,05_02181.jpg,60,60,144,84,151,91
shoulder1,05_02181.jpg,76,76,94,68,133,107
shoulder2,05_02181.jpg,76,76,169,143,116,90
head,05_02182.jpg,60,60,144,84,152,92
shoulder1,05_02182.jpg,76,76,94,68,134,108
shoulder2,05_02182.jpg,76,76,169,143,116,90
head,05_02183.jpg,60,60,144,84,150,90
shoulder1,05_02183.jpg,76,76,94,68,134,108
shoulder2,05_02183.jpg,76,76,168,142,115,89
head,05_02184.jpg,60,60,145,85,152,92
shoulder1,05_02184.jpg,76,76,95,69,136,110
shoulder2,05_02184.jpg,76,76,168,142,114,88
head,05_02185.jpg,60,60,145,85,153,93
shoulder1,05_02185.jpg,76,76,96,70,136,110
shoulder2,05_02185.jpg,76,76,169,143,115,89
head,05_02186.jpg,60,60,145,85,153,93
shoulder1,05_02186.jpg,76,76,96,70,136,110
shoulder2,05_02186.jpg,76,76,169,143,115,89
head,05_02187.jpg,60,60,145,85,153,93
shoulder1,05_02187.jpg,76,76,96,70,136,110
shoulder2,05_02187.jpg,76,76,169,143,115,89
head,05_02188.jpg,60,60,145,85,153,93
shoulder1,05_02188.jpg,76,76,96,70,136,110
shoulder2,05_02188.jpg,76,76,169,143,115,89
head,05_02189.jpg,60,60,145,85,153,93
shoulder1,05_02189.jpg,76,76,96,70,136,110
shoulder2,05_02189.jpg,76,76,169,143,115,89
head,05_02190.jpg,60,60,145,85,150,90
shoulder1,05_02190.jpg,76,76,96,70,135,109
shoulder2,05_02190.jpg,76,76,169,143,114,88
head,05_02191.jpg,60,60,146,86,152,92
shoulder1,05_02191.jpg,76,76,96,70,135,109
shoulder2,05_02191.jpg,76,76,169,143,115,89
head,05_02192.jpg,60,60,146,86,155,95
shoulder1,05_02192.jpg,76,76,95,69,137,111
shoulder2,05_02192.jpg,76,76,169,143,116,90
head,05_02193.jpg,60,60,147,87,154,94
shoulder1,05_02193.jpg,76,76,95,69,137,111
shoulder2,05_02193.jpg,76,76,169,143,116,90
head,05_02194.jpg,60,60,147,87,151,91
shoulder1,05_02194.jpg,76,76,95,69,135,109
shoulder2,05_02194.jpg,76,76,170,144,117,91
head,05_02195.jpg,60,60,147,87,152,92
shoulder1,05_02195.jpg,76,76,95,69,134,108
shoulder2,05_02195.jpg,76,76,170,144,118,92
head,05_02196.jpg,60,60,147,87,150,90
shoulder1,05_02196.jpg,76,76,96,70,134,108
shoulder2,05_02196.jpg,76,76,170,144,118,92
head,05_02197.jpg,60,60,146,86,154,94
shoulder1,05_02197.jpg,76,76,95,69,135,109
shoulder2,05_02197.jpg,76,76,170,144,118,92
head,05_02198.jpg,60,60,147,87,156,96
shoulder1,05_02198.jpg,76,76,96,70,137,111
shoulder2,05_02198.jpg,76,76,170,144,117,91
head,05_02199.jpg,60,60,147,87,155,95
shoulder1,05_02199.jpg,76,76,97,71,137,111
shoulder2,05_02199.jpg,76,76,170,144,116,90
head,05_02200.jpg,60,60,148,88,157,97
shoulder1,05_02200.jpg,76,76,97,71,138,112
shoulder2,05_02200.jpg,76,76,171,145,118,92
head,05_02201.jpg,60,60,150,90,160,100
shoulder1,05_02201.jpg,76,76,99,73,138,112
shoulder2,05_02201.jpg,76,76,171,145,120,94
head,05_02202.jpg,60,60,152,92,163,103
shoulder1,05_02202.jpg,76,76,101,75,138,112
shoulder2,05_02202.jpg,76,76,171,145,122,96
head,05_02203.jpg,60,60,153,93,163,103
shoulder1,05_02203.jpg,76,76,102,76,138,112
shoulder2,05_02203.jpg,76,76,171,145,122,96
head,05_02217.jpg,60,60,149,89,159,99
shoulder1,05_02217.jpg,76,76,98,72,135,109
shoulder2,05_02217.jpg,76,76,172,146,119,93
